i = 1, pred = 0.8584399819374084d0, var = 0.0d0
i = 75.399994, pred = 0.8615358683430105d0, var = 1.7684994133287577d-4
i = 75.59999, pred = 0.8618974476947565d0, var = 1.8309101492448518d-4
i = 75.79999, pred = 0.8622537317551013d0, var = 1.893302237803179d-4
i = 75.999985, pred = 0.8626062335560312d0, var = 1.9556665794676165d-4
i = 76.19998, pred = 0.862956587213689d0, var = 2.0180376792435515d-4
i = 76.39998, pred = 0.8633066460034551d0, var = 2.0804767594859616d-4
i = 76.599976, pred = 0.8636582182855344d0, var = 2.1430545681438526d-4
i = 76.79997, pred = 0.8640132872591767d0, var = 2.205831581581678d-4
i = 76.99997, pred = 0.8643738596241847d0, var = 2.2688446058262036d-4
i = 77.19997, pred = 0.8647418845088952d0, var = 2.3320986599236122d-4
i = 77.39996, pred = 0.8651192409928113d0, var = 2.3955669164575538d-4
i = 77.59996, pred = 0.865507754037049d0, var = 2.4591956626809366d-4
i = 77.79996, pred = 0.8659088873214366d0, var = 2.5229143220393787d-4
i = 77.999954, pred = 0.8663237376026814d0, var = 2.586644921177523d-4
i = 78.19995, pred = 0.8667528596113925d0, var = 2.6503102740698417d-4
i = 78.39995, pred = 0.8671960594143437d0, var = 2.7138400667738646d-4
i = 78.599945, pred = 0.8676520955246078d0, var = 2.7771737193994805d-4
i = 78.79994, pred = 0.8681188360249542d0, var = 2.8402603687378934d-4
i = 78.99994, pred = 0.8685930030788446d0, var = 2.903059816942547d-4
i = 79.199936, pred = 0.8690705043308057d0, var = 2.9655406616322066d-4
i = 79.39993, pred = 0.869546597058811d0, var = 3.027679877634112d-4
i = 79.59993, pred = 0.8700164384612112d0, var = 3.089463786979901d-4
i = 79.79993, pred = 0.8704753072356951d0, var = 3.15088854374943d-4
i = 79.99992, pred = 0.8709194718067143d0, var = 3.211959966279197d-4
i = 80.19992, pred = 0.8713461573282353d0, var = 3.272692779641262d-4
i = 80.39992, pred = 0.8717540737151209d0, var = 3.333108872252289d-4
i = 80.599915, pred = 0.8721432355653951d0, var = 3.393230071753336d-4
i = 80.79991, pred = 0.8725149247597932d0, var = 3.453069691125918d-4
i = 80.99991, pred = 0.8728714454511082d0, var = 3.5126236441373283d-4
i = 81.199905, pred = 0.8732154608392863d0, var = 3.5718607746796797d-4
i = 81.3999, pred = 0.8735498800606258d0, var = 3.6307164023678863d-4
i = 81.5999, pred = 0.873877363495003d0, var = 3.6890934462906595d-4
i = 81.7999, pred = 0.8742002019969053d0, var = 3.7468708653182187d-4
i = 81.99989, pred = 0.8745198978193587d0, var = 3.803915874639854d-4
i = 82.19989, pred = 0.8748372427431833d0, var = 3.860104188546902d-4
i = 82.39989, pred = 0.8751523768940943d0, var = 3.9153375866107017d-4
i = 82.599884, pred = 0.8754646420572202d0, var = 3.969560340900219d-4
i = 82.79988, pred = 0.8757727860634429d0, var = 4.0227664615002977d-4
i = 82.99988, pred = 0.876074933559882d0, var = 4.074999811412821d-4
i = 83.199875, pred = 0.8763688167834252d0, var = 4.126346506603362d-4
i = 83.39987, pred = 0.8766518061077757d0, var = 4.1769188069435813d-4
i = 83.59987, pred = 0.876921038575568d0, var = 4.2268359197518884d-4
i = 83.799866, pred = 0.877173878134683d0, var = 4.276207321365274d-4
i = 83.99986, pred = 0.877407610368345d0, var = 4.325116369957741d-4
i = 84.19986, pred = 0.8776203520192265d0, var = 4.373613363717348d-4
i = 84.39986, pred = 0.8778108625973671d0, var = 4.42171490686581d-4
i = 84.59985, pred = 0.8779789857646749d0, var = 4.4694103224944234d-4
i = 84.79985, pred = 0.8781257886063965d0, var = 4.516669167899016d-4
i = 84.99985, pred = 0.8782539221177691d0, var = 4.5634527408666437d-4
i = 85.199844, pred = 0.8783672047352619d0, var = 4.609721599908748d-4
i = 85.39984, pred = 0.8784705923900442d0, var = 4.6554413419739834d-4
i = 85.59984, pred = 0.8785697700306805d0, var = 4.700585377146663d-4
i = 85.799835, pred = 0.8786706869008927d0, var = 4.745136757891673d-4
i = 85.99983, pred = 0.878779013678859d0, var = 4.789085543062722d-4
i = 86.19983, pred = 0.8788995095434325d0, var = 4.832430803513277d-4
i = 86.399826, pred = 0.8790359038863674d0, var = 4.8751778250354067d-4
i = 86.59982, pred = 0.8791906009404895d0, var = 4.917340242812702d-4
i = 86.79982, pred = 0.8793646263870787d0, var = 4.958938693022755d-4
i = 86.99982, pred = 0.8795578689197335d0, var = 5.000004078531689d-4
i = 87.199814, pred = 0.8797691903318761d0, var = 5.040574005451198d-4
i = 87.39981, pred = 0.8799969404623862d0, var = 5.080691816206692d-4
i = 87.59981, pred = 0.8802389967878497d0, var = 5.120399572390353d-4
i = 87.799805, pred = 0.8804932115864947d0, var = 5.159729812674203d-4
i = 87.9998, pred = 0.8807575387101294d0, var = 5.198697293287716d-4
i = 88.1998, pred = 0.8810300740812228d0, var = 5.237287254439919d-4
i = 88.399796, pred = 0.8813092438938027d0, var = 5.2754513798098d-4
i = 88.59979, pred = 0.8815937854897776d0, var = 5.313107242141386d-4
i = 88.79979, pred = 0.8818826452827315d0, var = 5.350147526192105d-4
i = 88.99979, pred = 0.8821750662872863d0, var = 5.386453120674222d-4
i = 89.19978, pred = 0.882470423184354d0, var = 5.421911149358011d-4
i = 89.39978, pred = 0.8827681276158572d0, var = 5.45643517045302d-4
i = 89.59978, pred = 0.8830678556486229d0, var = 5.489979736809283d-4
i = 89.799774, pred = 0.8833691269856154d0, var = 5.522548330471269d-4
i = 89.99977, pred = 0.8836716255952743d0, var = 5.554194381158393d-4
i = 90.19977, pred = 0.8839750099370559d0, var = 5.585011887561699d-4
i = 90.399765, pred = 0.8842792351599762d0, var = 5.615121019438444d-4
i = 90.59976, pred = 0.8845841682391473d0, var = 5.644648949983636d-4
i = 90.79976, pred = 0.8848898628063984d0, var = 5.673710892228049d-4
i = 90.999756, pred = 0.8851968190758898d0, var = 5.702396441575443d-4
i = 91.19975, pred = 0.885505426313455d0, var = 5.730761101913554d-4
i = 91.39975, pred = 0.8858163332589515d0, var = 5.758825548960835d-4
i = 91.59975, pred = 0.8861302938846122d0, var = 5.786581936379809d-4
i = 91.79974, pred = 0.8864479398997316d0, var = 5.814003023777427d-4
i = 91.99974, pred = 0.8867696643194858d0, var = 5.841052722919423d-4
i = 92.19974, pred = 0.8870954732620775d0, var = 5.867696131167285d-4
i = 92.399734, pred = 0.8874249622512695d0, var = 5.893907124937804d-4
i = 92.59973, pred = 0.887757113175521d0, var = 5.919674632768424d-4
i = 92.79973, pred = 0.8880903830024234d0, var = 5.945005156929926d-4
i = 92.999725, pred = 0.8884224783991878d0, var = 5.969924782755543d-4
i = 93.19972, pred = 0.8887509087539793d0, var = 5.994478653869943d-4
i = 93.39972, pred = 0.8890726740809769d0, var = 6.018727207086269d-4
i = 93.59972, pred = 0.8893847855989208d0, var = 6.042740350670569d-4
i = 93.79971, pred = 0.8896843114304066d0, var = 6.066586966637474d-4
i = 93.99971, pred = 0.889968815896919d0, var = 6.090322984126992d-4
i = 94.19971, pred = 0.8902364593331205d0, var = 6.113976860729641d-4
i = 94.399704, pred = 0.8904860497704273d0, var = 6.137539363587476d-4
i = 94.5997, pred = 0.8907172185641063d0, var = 6.160954471685959d-4
i = 94.7997, pred = 0.8909304977084397d0, var = 6.184121242835993d-4
i = 94.999695, pred = 0.8911272090767061d0, var = 6.206899906621359d-4
i = 95.19969, pred = 0.8913093609067397d0, var = 6.229125314144813d-4
i = 95.39969, pred = 0.8914796033711007d0, var = 6.250626106993706d-4
i = 95.599686, pred = 0.8916410201155687d0, var = 6.271241965122542d-4
i = 95.79968, pred = 0.8917971970504677d0, var = 6.290841377214846d-4
i = 95.99968, pred = 0.8919518180384428d0, var = 6.309336922196241d-4
i = 96.19968, pred = 0.8921089818711236d0, var = 6.326692311783158d-4
i = 96.39967, pred = 0.8922726523903471d0, var = 6.342927993603364d-4
i = 96.59967, pred = 0.8924467102612151d0, var = 6.358117807850871d-4
i = 96.79967, pred = 0.8926348770226327d0, var = 6.372381282828935d-4
i = 96.999664, pred = 0.8928403001005932d0, var = 6.385871208695982d-4
i = 97.19966, pred = 0.8930654758898269d0, var = 6.398756749667338d-4
i = 97.39966, pred = 0.8933120152481859d0, var = 6.411204792231628d-4
i = 97.599655, pred = 0.8935804268711749d0, var = 6.423362771856251d-4
i = 97.79965, pred = 0.8938700420956007d0, var = 6.435344383487002d-4
i = 97.99965, pred = 0.8941789082551863d0, var = 6.447221357091735d-4
i = 98.199646, pred = 0.8945039382840302d0, var = 6.459023112867722d-4
i = 98.39964, pred = 0.8948413834447815d0, var = 6.470741966091739d-4
i = 98.59964, pred = 0.8951870307649984d0, var = 6.482343999752543d-4
i = 98.79964, pred = 0.8955369029718234d0, var = 6.49378053859167d-4
i = 98.99963, pred = 0.8958876296844431d0, var = 6.504999167266628d-4
i = 99.19963, pred = 0.8962371863723539d0, var = 6.515951670620029d-4
i = 99.39963, pred = 0.8965847632397459d0, var = 6.526599064251513d-4
i = 99.599625, pred = 0.8969311300523108d0, var = 6.536911535066311d-4
i = 99.79962, pred = 0.8972783739387212d0, var = 6.546869540498599d-4
i = 99.99962, pred = 0.8976296368941107d0, var = 6.556461102638863d-4
i = 100.199615, pred = 0.8979883643097247d0, var = 6.565681164358775d-4
i = 100.39961, pred = 0.8983580262650394d0, var = 6.574531412526929d-4
i = 100.59961, pred = 0.898741443677959d0, var = 6.583020316652183d-4
i = 100.79961, pred = 0.8991402128646576d0, var = 6.591164247075124d-4
i = 100.9996, pred = 0.8995545445351364d0, var = 6.598988485792574d-4
i = 101.1996, pred = 0.8999830688937757d0, var = 6.606526068750333d-4
i = 101.3996, pred = 0.900422970771078d0, var = 6.613815650079415d-4
i = 101.599594, pred = 0.9008702281310514d0, var = 6.620895950235724d-4
i = 101.79959, pred = 0.901320100417293d0, var = 6.627796296805824d-4
i = 101.99959, pred = 0.90176758911412d0, var = 6.634527640981055d-4
i = 102.199585, pred = 0.9022080011693621d0, var = 6.641072786604345d-4
i = 102.39958, pred = 0.9026372493731322d0, var = 6.647381023502056d-4
i = 102.59958, pred = 0.9030522393581168d0, var = 6.653367613175874d-4
i = 102.799576, pred = 0.9034510066896407d0, var = 6.658922262716731d-4
i = 102.99957, pred = 0.9038325906987088d0, var = 6.663922947500393d-4
i = 103.19957, pred = 0.9041968488213561d0, var = 6.668254201221886d-4
i = 103.39957, pred = 0.9045446180752894d0, var = 6.671826876063135d-4
i = 103.59956, pred = 0.9048771643798029d0, var = 6.674591773072555d-4
i = 103.79956, pred = 0.9051960244900594d0, var = 6.676549411775427d-4
i = 103.99956, pred = 0.9055027526308589d0, var = 6.677749714130516d-4
i = 104.199554, pred = 0.9057989107704861d0, var = 6.678282943189347d-4
i = 104.39955, pred = 0.9060856429862691d0, var = 6.678265464487226d-4
i = 104.59955, pred = 0.9063637386780199d0, var = 6.677820706650715d-4
i = 104.799545, pred = 0.9066336843933858d0, var = 6.677059974352411d-4
i = 104.99954, pred = 0.9068953274641485d0, var = 6.676069066525193d-4
i = 105.19954, pred = 0.9071484524996205d0, var = 6.674900197446057d-4
i = 105.399536, pred = 0.9073924446601881d0, var = 6.673570991714676d-4
i = 105.59953, pred = 0.9076268415830574d0, var = 6.672070973840753d-4
i = 105.79953, pred = 0.9078513428781179d0, var = 6.67037046959451d-4
i = 105.99953, pred = 0.9080661052357096d0, var = 6.668430065885978d-4
i = 106.199524, pred = 0.9082719231825814d0, var = 6.666209472937751d-4
i = 106.39952, pred = 0.9084700957875249d0, var = 6.66367342075552d-4
i = 106.59952, pred = 0.908662595143352d0, var = 6.660793703659974d-4
i = 106.799515, pred = 0.9088517670310485d0, var = 6.657551142113644d-4
i = 106.99951, pred = 0.9090403126837174d0, var = 6.653934484782802d-4
i = 107.19951, pred = 0.9092307970697877d0, var = 6.649939468758154d-4
i = 107.399506, pred = 0.9094255322704207d0, var = 6.645569028578438d-4
i = 107.5995, pred = 0.9096263705296412d0, var = 6.640833469646745d-4
i = 107.7995, pred = 0.9098343531852038d0, var = 6.635750795034247d-4
i = 107.9995, pred = 0.9100498428692748d0, var = 6.63034787930014d-4
i = 108.19949, pred = 0.9102723041958338d0, var = 6.624658722027092d-4
i = 108.39949, pred = 0.9105005136827595d0, var = 6.618722504966677d-4
i = 108.59949, pred = 0.9107325815149176d0, var = 6.612577258756483d-4
i = 108.799484, pred = 0.9109661105534371d0, var = 6.606251995114666d-4
i = 108.99948, pred = 0.9111985912571711d0, var = 6.59975584337848d-4
i = 109.19948, pred = 0.9114272694102096d0, var = 6.593069948328463d-4
i = 109.399475, pred = 0.9116496036793281d0, var = 6.586141491010221d-4
i = 109.59947, pred = 0.9118631865192891d0, var = 6.578883464857984d-4
i = 109.79947, pred = 0.9120658898768962d0, var = 6.571183299282939d-4
i = 109.999466, pred = 0.9122559029180949d0, var = 6.562916468918392d-4
i = 110.19946, pred = 0.9124315846466723d0, var = 6.553965289556124d-4
i = 110.39946, pred = 0.9125916004133371d0, var = 6.544238064409443d-4
i = 110.59946, pred = 0.9127347403674277d0, var = 6.53368395566631d-4
i = 110.79945, pred = 0.9128601071930236d0, var = 6.522300762342581d-4
i = 110.99945, pred = 0.9129668083794151d0, var = 6.510136595242861d-4
i = 111.19945, pred = 0.9130543570623042d0, var = 6.497279584384125d-4
i = 111.399445, pred = 0.9131221554262458d0, var = 6.48384381504484d-4
i = 111.59944, pred = 0.9131701533414552d0, var = 6.46995063097997d-4
i = 111.79944, pred = 0.9131984199997578d0, var = 6.45570969195369d-4
i = 111.999435, pred = 0.9132072460457962d0, var = 6.441204659085087d-4
i = 112.19943, pred = 0.9131971426812748d0, var = 6.426485361151629d-4
i = 112.39943, pred = 0.9131689992400819d0, var = 6.411567811354799d-4
i = 112.59943, pred = 0.9131236837758275d0, var = 6.39643974035631d-4
i = 112.79942, pred = 0.9130622154141316d0, var = 6.381068722606176d-4
i = 112.99942, pred = 0.9129859045820309d0, var = 6.36541389716618d-4
i = 113.19942, pred = 0.9128961228519161d0, var = 6.349432747640451d-4
i = 113.399414, pred = 0.9127947577555947d0, var = 6.333087459560905d-4
i = 113.59941, pred = 0.9126842181894772d0, var = 6.316348542573639d-4
i = 113.79941, pred = 0.9125675414882548d0, var = 6.299194098255246d-4
i = 113.999405, pred = 0.9124487021331384d0, var = 6.281611152304066d-4
i = 114.1994, pred = 0.9123323216451799d0, var = 6.263592856292118d-4
i = 114.3994, pred = 0.9122237850168488d0, var = 6.245140976425076d-4
i = 114.599396, pred = 0.9121285874322768d0, var = 6.226262518374045d-4
i = 114.79939, pred = 0.9120521981793903d0, var = 6.20697433021372d-4
i = 114.99939, pred = 0.9119992237136703d0, var = 6.187300609529579d-4
i = 115.19939, pred = 0.9119733672204954d0, var = 6.167273588351676d-4
i = 115.39938, pred = 0.9119768183076431d0, var = 6.146930183208183d-4
i = 115.59938, pred = 0.9120102403342978d0, var = 6.126306831419244d-4
i = 115.79938, pred = 0.9120728252080949d0, var = 6.105429409705585d-4
i = 115.999374, pred = 0.9121624609131334d0, var = 6.084306306353555d-4
i = 116.19937, pred = 0.9122759567887475d0, var = 6.062915464344054d-4
i = 116.39937, pred = 0.9124095816824911d0, var = 6.04120265666142d-4
i = 116.599365, pred = 0.912559106095597d0, var = 6.019078324800994d-4
i = 116.79936, pred = 0.9127203143148153d0, var = 5.996428260369519d-4
i = 116.99936, pred = 0.9128890055757053d0, var = 5.973125589709104d-4
i = 117.199356, pred = 0.913061123464611d0, var = 5.949051010702402d-4
i = 117.39935, pred = 0.9132331124703741d0, var = 5.924110612758624d-4
i = 117.59935, pred = 0.9134014370472409d0, var = 5.898251135474658d-4
i = 117.79935, pred = 0.9135631270462662d0, var = 5.871469238887311d-4
i = 117.999344, pred = 0.9137154481405441d0, var = 5.843810020666788d-4
i = 118.19934, pred = 0.9138561643804061d0, var = 5.815360090620908d-4
i = 118.39934, pred = 0.913983220667255d0, var = 5.786231884623121d-4
i = 118.599335, pred = 0.9140952428797685d0, var = 5.756544865732629d-4
i = 118.79933, pred = 0.9141912809005008d0, var = 5.72640662088283d-4
i = 118.99933, pred = 0.9142709097666569d0, var = 5.695899112783254d-4
i = 119.199326, pred = 0.9143344360149985d0, var = 5.66507059032619d-4
i = 119.39932, pred = 0.9143827399864872d0, var = 5.633935450872081d-4
i = 119.59932, pred = 0.9144173713149331d0, var = 5.602479031301633d-4
i = 119.79932, pred = 0.914440731502784d0, var = 5.570667936682914d-4
i = 119.99931, pred = 0.9144555818720767d0, var = 5.538459227422317d-4
i = 120.19931, pred = 0.9144654401713141d0, var = 5.505808496120609d-4
i = 120.39931, pred = 0.9144741026380026d0, var = 5.472676989486703d-4
i = 120.599304, pred = 0.9144856976409232d0, var = 5.439032754171152d-4
i = 120.7993, pred = 0.9145044816410642d0, var = 5.404853184011048d-4
i = 120.9993, pred = 0.9145343951928171d0, var = 5.370123630671381d-4
i = 121.199295, pred = 0.9145792014867637d0, var = 5.334836517000025d-4
i = 121.39929, pred = 0.9146421686850903d0, var = 5.298992809815219d-4
i = 121.59929, pred = 0.9147258479721202d0, var = 5.262600182560307d-4
i = 121.799286, pred = 0.9148321289171314d0, var = 5.22567485585255d-4
i = 121.99928, pred = 0.9149620078624598d0, var = 5.188242946555889d-4
i = 122.19928, pred = 0.9151157343020041d0, var = 5.150338174653717d-4
i = 122.39928, pred = 0.9152926759955793d0, var = 5.112000189883777d-4
i = 122.59927, pred = 0.9154914098549489d0, var = 5.073266938498378d-4
i = 122.79927, pred = 0.9157098364082474d0, var = 5.034167894300943d-4
i = 122.99927, pred = 0.9159452824072575d0, var = 4.99471324074538d-4
i = 123.199265, pred = 0.91619448401313d0, var = 4.954883500685215d-4
i = 123.39926, pred = 0.9164538156148809d0, var = 4.914624855639772d-4
i = 123.59926, pred = 0.9167194438329574d0, var = 4.873847591041041d-4
i = 123.799255, pred = 0.9169872961360864d0, var = 4.832435743948845d-4
i = 123.99925, pred = 0.9172533200881439d0, var = 4.790259206816727d-4
i = 124.19925, pred = 0.917513507579155d0, var = 4.7471938078929893d-4
i = 124.39925, pred = 0.917763848607085d0, var = 4.7031389304827973d-4
i = 124.59924, pred = 0.9180006074018956d0, var = 4.6580355895523343d-4
i = 124.79924, pred = 0.9182202634856346d0, var = 4.611872826815974d-4
i = 124.99924, pred = 0.9184195248437448d0, var = 4.564690629724555d-4
i = 125.199234, pred = 0.9185954101299324d0, var = 4.516571770538053d-4
i = 125.39923, pred = 0.918745337988286d0, var = 4.4676264914774664d-4
i = 125.59923, pred = 0.918867101355056d0, var = 4.417975560371025d-4
i = 125.799225, pred = 0.9189589875615822d0, var = 4.3677316421098433d-4
i = 125.99922, pred = 0.9190200228580645d0, var = 4.316984342382829d-4
i = 126.19922, pred = 0.9190497468297062d0, var = 4.26579295026339d-4
i = 126.399216, pred = 0.9190486306551457d0, var = 4.2141851388877d-4
i = 126.59921, pred = 0.9190179128601674d0, var = 4.1621616496694545d-4
i = 126.79921, pred = 0.9189597029904434d0, var = 4.109704094367308d-4
i = 126.99921, pred = 0.918877118475538d0, var = 4.056785760840794d-4
i = 127.1992, pred = 0.9187739957804093d0, var = 4.0033777442262516d-4
i = 127.3992, pred = 0.9186550159540797d0, var = 3.9494545149916326d-4
i = 127.5992, pred = 0.9185254375623011d0, var = 3.8949973945537445d-4
i = 127.799194, pred = 0.918391028825168d0, var = 3.839994935846069d-4
i = 127.99919, pred = 0.9182576653373344d0, var = 3.7844422695905026d-4
